C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ,gender
unknown,1,1,1,2.01407E+13,2.01706E+13,142,1039,23,33,1,0,0,3,0,0,0,103,0.997535302,994,1
unknown,1,1,1,2.0161E+13,2.01705E+13,119,211,19,11,1,0,0,89,2,2,3,23,0.997535302,994,1
male,1,0,3,2.01304E+13,2.01411E+13,56,588,18,19,1,0,0,1,0,0,4,49,0.411985187,297,1
unknown,3,0,3,2.01505E+13,2.01601E+13,69,222,23,36,0,0,0,1,0,1,7,43,0.411985187,297,0
unknown,1,2,1,2.01409E+13,2.01709E+13,521,1107,117,101,2,0,0,5,0,0,3,513,0.982449109,752,1
unknown,1,2,2,2.01608E+13,2.01701E+13,273,154,54,33,8,0,0,89,2,10,1,171,0.915024129,978,1
unknown,1,3,3,2.00512E+13,2.01306E+13,2598,2723,223,1354,21,0,0,183,330,63,251,1678,1.481654138,1596,1
unknown,3,1,3,2.01103E+13,2.01606E+13,135,1899,26,32,0,0,0,41,0,0,0,46,0.594368208,493,0
unknown,1,0,2,2.00709E+13,2.01611E+13,53,3330,16,22,1,0,0,8,1,1,7,36,0.800528377,664,1
unknown,3,0,3,2.01203E+13,2.01404E+13,50,767,13,25,5,0,0,10,0,0,1,34,0.411985187,297,0
unknown,1,0,1,2.0081E+13,2.01502E+13,54,2306,30,27,1,0,0,14,0,0,12,23,1.057149316,1074,1
unknown,3,2,1,2.01204E+13,2.01707E+13,585,1912,165,215,27,0,0,28,11,4,22,493,0.982449109,752,0
unknown,1,0,2,2.00908E+13,2.01709E+13,67,2950,24,26,0,0,0,1,0,42,7,17,0.800528377,664,1
unknown,3,2,1,2.00609E+13,2.01202E+13,338,1984,149,84,6,0,0,5,0,10,1,322,0.982449109,752,0
unknown,1,2,0,2.00609E+13,2.01404E+13,322,2770,43,96,5,0,0,2,6,6,15,260,1.204403165,647,1
male,1,3,2,2.00801E+13,2.01709E+13,1560,3548,748,1058,1,0,0,23,0,24,2,1407,1.005226945,817,1
male,1,1,3,2.00903E+13,2.01707E+13,156,3036,53,31,9,0,0,24,1,1,1,128,0.594368208,493,1
unknown,1,3,2,2.00608E+13,2.01602E+13,2206,3475,475,908,54,0,0,153,97,53,106,1550,1.005226945,817,1
male,1,1,1,2.00807E+13,2.01311E+13,107,1946,49,62,1,0,0,5,0,0,0,99,0.997535302,994,1
male,3,0,1,2.01112E+13,2.01604E+13,62,1590,14,36,2,0,0,7,1,5,3,40,1.057149316,1074,1
unknown,1,2,0,2.01408E+13,2.01509E+13,479,387,54,166,5,0,0,156,2,4,56,173,1.204403165,647,1
male,1,1,2,2.01208E+13,2.01211E+13,133,109,19,14,0,0,0,105,10,0,16,2,1.027717097,841,1
male,1,3,3,2.0081E+13,2.01205E+13,2244,1303,178,287,13,0,0,59,2,0,20,2158,1.481654138,1596,1
male,3,3,3,2.00512E+13,2.01709E+13,22306,4305,2378,4811,749,0,0,1031,1110,514,292,17598,1.481654138,1596,1
male,1,1,1,2.01107E+13,2.01306E+13,203,689,49,38,0,0,0,3,2,3,10,160,0.997535302,994,1
male,3,3,2,2.01204E+13,2.01709E+13,1279,1991,388,387,15,0,0,8,1,12,94,1134,1.005226945,817,1
unknown,3,0,2,2.00901E+13,2.01606E+13,86,2705,17,18,1,0,0,23,0,0,5,53,0.800528377,664,0
unknown,1,0,2,2.01612E+13,2.01703E+13,59,86,10,21,1,0,0,30,0,6,4,11,0.800528377,664,1
male,3,3,0,2.00411E+13,2.01709E+13,9001,4672,926,2229,297,17,0,107,46,267,151,7812,0.865617488,412,1
male,3,1,1,2.00905E+13,2.01709E+13,109,3048,68,86,3,0,0,1,0,7,0,101,0.997535302,994,1
male,1,3,1,2.01205E+13,2.01708E+13,1061,1915,130,54,5,0,0,23,3,1,7,893,0.66167318,477,1
unknown,3,1,3,2.00702E+13,2.01703E+13,135,3683,63,84,7,0,0,8,7,2,3,104,0.594368208,493,0
unknown,3,2,2,2.00804E+13,2.01201E+13,360,1380,86,228,7,0,0,15,0,5,3,327,0.915024129,978,0
unknown,3,0,1,2.01003E+13,2.01702E+13,54,2553,27,29,0,0,0,12,0,9,0,32,1.057149316,1074,0
unknown,3,0,0,2.01405E+13,2.01405E+13,57,17,3,3,1,0,0,1,0,0,1,55,1.865008032,1277,0
male,1,3,2,2.00505E+13,2.01709E+13,20811,4522,1490,8740,2744,0,0,473,204,82,368,17679,1.005226945,817,1
unknown,2,3,0,2.01606E+13,2.0171E+13,1911,466,362,601,3,0,0,1,0,0,1,1894,0.865617488,412,2
male,1,2,3,2.00511E+13,2.01708E+13,720,4279,295,411,18,0,0,57,11,33,25,591,0.831953525,917,1
unknown,1,1,2,2.01605E+13,2.01607E+13,168,62,28,26,4,0,0,130,1,4,0,33,1.027717097,841,1
unknown,1,0,2,2.01302E+13,2.01704E+13,74,1537,19,20,4,0,0,13,2,1,2,52,0.800528377,664,1
unknown,1,0,3,2.01401E+13,2.01605E+13,52,858,13,22,6,0,0,3,0,8,0,41,0.411985187,297,1
unknown,2,0,3,2.01405E+13,2.01407E+13,66,52,6,27,3,0,0,25,0,0,4,33,0.411985187,297,2
unknown,1,0,3,2.0081E+13,2.01309E+13,93,1804,42,28,2,0,0,14,3,22,0,45,0.411985187,297,1
male,3,0,3,2.00902E+13,2.01705E+13,79,3017,29,46,1,0,0,17,0,1,2,56,0.411985187,297,1
unknown,1,1,0,2.00612E+13,2.01601E+13,110,3301,46,16,1,0,0,3,0,4,0,101,1.29126263,974,1
unknown,1,1,1,2.0061E+13,2.01607E+13,161,3561,49,69,1,0,0,6,1,58,0,96,0.997535302,994,1
unknown,3,1,0,2.00609E+13,2.01504E+13,103,3134,13,23,0,0,0,1,6,0,65,30,1.29126263,974,0
male,1,2,3,2.01004E+13,2.01705E+13,670,2593,85,74,9,0,0,64,22,8,23,549,0.831953525,917,1
unknown,2,1,3,2.00905E+13,2.01305E+13,101,1451,24,49,1,0,0,12,5,5,7,71,0.594368208,493,2
male,1,2,3,2.01306E+13,2.01709E+13,355,1571,93,44,2,0,0,5,3,8,8,205,0.831953525,917,1
unknown,1,3,2,2.01008E+13,2.0171E+13,6151,2617,787,1031,45,0,0,26,3,128,44,5690,1.005226945,817,1
unknown,1,3,2,2.00612E+13,2.01203E+13,3498,1891,289,1176,110,0,0,23,2,18,28,2799,1.005226945,817,1
unknown,3,2,3,2.00609E+13,2.01409E+13,478,2927,90,276,25,0,0,37,101,34,20,263,0.831953525,917,0
male,3,3,3,2.00807E+13,2.0171E+13,101022,3362,2991,28086,107,11,0,1288,298,673,1938,86026,1.481654138,1596,1
unknown,3,1,0,2.00906E+13,2.01209E+13,122,1197,71,43,0,0,0,2,2,7,14,95,1.29126263,974,0
male,1,2,1,2.00708E+13,2.01705E+13,290,3565,106,150,6,0,0,32,2,1,0,249,0.982449109,752,1
unknown,1,2,2,2.00704E+13,2.01705E+13,728,3679,248,338,7,0,0,15,9,1,0,646,0.915024129,978,1
unknown,1,2,3,2.01308E+13,2.01707E+13,817,1437,69,157,31,0,0,522,0,0,25,268,0.831953525,917,1
male,1,1,2,2.01301E+13,2.01602E+13,122,1129,18,28,0,0,0,60,0,0,19,39,1.027717097,841,1
unknown,1,3,2,2.00605E+13,2.01704E+13,17589,3994,737,8531,97,1,0,2256,3912,479,1354,8715,1.005226945,817,1
male,1,1,3,2.00904E+13,2.01505E+13,150,2221,34,17,6,0,0,8,1,9,4,128,0.594368208,493,1
unknown,1,2,2,2.00509E+13,2.01203E+13,530,2367,161,68,25,0,0,3,0,23,0,468,0.915024129,978,1
unknown,3,2,0,2.01408E+13,2.01511E+13,757,458,139,132,0,0,0,1,0,0,0,753,1.204403165,647,0
unknown,3,2,3,2.00908E+13,2.01601E+13,299,2352,106,93,3,0,0,44,26,64,24,136,0.831953525,917,0
male,1,1,0,2.01702E+13,2.01709E+13,185,214,28,22,3,0,0,140,0,0,1,27,1.29126263,974,1
unknown,1,3,2,2.00703E+13,2.01312E+13,3728,2449,396,723,31,0,0,2,2,16,15,1879,1.005226945,817,1
unknown,3,0,1,2.00508E+13,2.01205E+13,61,2452,18,22,7,0,0,1,0,0,0,57,1.057149316,1074,0
male,1,1,1,2.00305E+13,2.01707E+13,140,5163,98,87,3,0,0,2,8,5,3,121,0.997535302,994,1
unknown,3,1,0,2.01008E+13,2.01401E+13,104,1260,23,67,1,0,0,3,0,11,2,67,1.29126263,974,0
unknown,3,2,1,2.00612E+13,2.01709E+13,265,3934,108,82,12,0,0,7,0,0,0,234,0.982449109,752,0
male,3,2,2,2.00812E+13,2.01607E+13,433,2753,43,413,4,0,0,1,13,8,19,380,0.915024129,978,1
female,2,0,3,2.01208E+13,2.01304E+13,78,241,28,32,0,0,0,27,6,19,16,9,0.411985187,297,2
unknown,3,1,2,2.00611E+13,2.01408E+13,186,2829,68,101,2,0,0,11,2,18,12,138,1.027717097,841,0
unknown,1,0,0,2.00709E+13,2.01311E+13,60,2255,28,25,1,0,0,3,0,0,0,53,1.865008032,1277,1
unknown,1,0,1,2.01311E+13,2.01312E+13,66,57,11,4,1,0,0,2,10,1,0,53,1.057149316,1074,1
unknown,3,3,3,2.00711E+13,2.01208E+13,2718,1737,387,342,30,1,0,650,19,26,57,1940,1.481654138,1596,0
male,1,2,3,2.01103E+13,2.01707E+13,537,2320,184,199,7,0,0,25,47,6,56,367,0.831953525,917,1
unknown,3,2,3,2.00702E+13,2.01504E+13,349,2965,120,128,3,0,0,77,4,28,37,194,0.831953525,917,0
male,3,1,3,2.0061E+13,2.01609E+13,183,3644,64,81,3,0,0,65,0,0,2,116,0.594368208,493,1
unknown,1,2,1,2.00801E+13,2.01512E+13,315,2903,94,71,4,0,0,2,1,0,4,308,0.982449109,752,1
unknown,2,0,0,2.0081E+13,2.01502E+13,57,2305,13,20,4,0,0,6,0,3,2,46,1.865008032,1277,2
male,1,3,3,2.00704E+13,2.0171E+13,4981,3821,642,2211,20,0,0,776,364,349,1580,1400,1.481654138,1596,1
male,1,0,2,2.00501E+13,2.01307E+13,59,3112,18,36,5,0,0,1,0,3,2,51,0.800528377,664,1
unknown,3,1,2,2.00707E+13,2.01304E+13,118,2106,47,61,8,0,0,6,0,0,5,107,1.027717097,841,0
unknown,3,1,1,2.01705E+13,2.01707E+13,130,65,18,9,3,0,0,79,0,1,0,50,0.997535302,994,0
unknown,3,1,2,2.01605E+13,2.01607E+13,183,47,17,34,6,0,0,148,0,11,3,21,1.027717097,841,0
unknown,2,0,1,2.01702E+13,2.01703E+13,53,35,7,24,0,0,0,20,1,0,0,32,1.057149316,1074,2
unknown,2,1,2,2.01401E+13,2.01405E+13,183,98,39,17,0,0,0,136,0,4,6,37,1.027717097,841,2
unknown,2,0,2,2.00812E+13,2.01707E+13,90,3139,42,23,5,0,0,17,0,2,12,59,0.800528377,664,2
female,2,1,0,2.01403E+13,2.01408E+13,173,135,36,16,0,0,0,126,14,0,32,1,1.29126263,974,2
unknown,3,0,2,2.01306E+13,2.01309E+13,58,79,4,4,0,0,0,44,0,0,5,9,0.800528377,664,0
unknown,3,0,1,2.0161E+13,2.01705E+13,65,210,15,10,0,0,0,50,0,8,4,3,1.057149316,1074,0
unknown,1,0,3,2.00706E+13,2.01703E+13,71,3565,21,22,3,0,0,31,1,3,0,33,0.411985187,297,1
unknown,2,1,3,2.00608E+13,2.01201E+13,155,1981,36,118,1,0,0,18,5,13,4,113,0.594368208,493,2
unknown,3,2,2,2.0081E+13,2.01304E+13,298,1644,48,28,1,0,0,52,3,10,38,182,0.915024129,978,0
unknown,1,1,3,2.01211E+13,2.01708E+13,179,1746,49,74,4,0,0,15,7,15,3,127,0.594368208,493,1
male,1,1,3,2.01107E+13,2.01201E+13,105,173,12,80,4,0,0,12,10,3,2,75,0.594368208,493,1
male,3,2,1,2.00709E+13,2.01302E+13,431,1981,95,101,14,0,0,13,0,8,0,409,0.982449109,752,1
male,1,2,3,2.01112E+13,2.01708E+13,493,2074,67,155,14,0,0,125,3,46,16,263,0.831953525,917,1
male,1,3,3,2.00801E+13,2.01511E+13,1027,2861,210,326,29,0,0,74,4,27,16,890,1.481654138,1596,1
unknown,1,3,0,2.00611E+13,2.01503E+13,1100,3048,193,450,183,0,0,5,0,7,16,1021,0.865617488,412,1
unknown,1,3,2,2.00708E+13,2.0151E+13,982,2993,214,232,15,0,0,11,5,0,21,804,1.005226945,817,1
unknown,2,1,0,2.01508E+13,2.01511E+13,148,87,16,14,11,0,0,135,0,0,0,13,1.29126263,974,2
unknown,2,1,3,2.01108E+13,2.01612E+13,193,1938,31,52,13,0,0,26,8,13,3,143,0.594368208,493,2
male,3,3,2,2.01004E+13,2.01708E+13,889,2689,189,162,16,0,0,41,7,51,3,749,1.005226945,817,1
unknown,1,1,1,2.01309E+13,2.01311E+13,122,71,19,16,3,0,0,100,0,5,5,12,0.997535302,994,1
unknown,3,0,1,2.00506E+13,2.01709E+13,53,4491,26,35,0,0,0,3,7,12,3,28,1.057149316,1074,0
unknown,1,2,1,2.00811E+13,2.01412E+13,254,2236,69,34,2,0,0,3,0,16,11,224,0.982449109,752,1
female,2,1,1,2.01501E+13,2.01701E+13,152,734,23,33,9,0,0,48,5,2,3,93,0.997535302,994,2
female,2,3,0,2.01501E+13,2.01611E+13,952,668,170,271,0,0,0,1,0,0,0,888,0.865617488,412,2
unknown,1,0,0,2.01601E+13,2.01703E+13,54,406,10,14,4,0,0,1,3,0,0,50,1.865008032,1277,1
female,2,2,3,2.01301E+13,2.0141E+13,240,622,40,78,2,0,0,34,5,6,31,145,0.831953525,917,2
unknown,3,0,3,2.01503E+13,2.01505E+13,65,59,5,3,1,0,0,54,0,0,0,11,0.411985187,297,0
female,2,3,1,2.00806E+13,2.01709E+13,74089,3379,1899,43954,1344,30,0,530,1591,1284,3941,55705,0.66167318,477,2
unknown,1,1,2,2.01206E+13,2.01207E+13,117,16,9,36,0,0,0,51,9,0,15,21,1.027717097,841,1
unknown,1,3,3,2.00806E+13,2.0171E+13,3485,3390,1134,1458,9,0,0,545,8,11,0,2179,1.481654138,1596,1
male,1,3,1,2.00606E+13,2.01604E+13,5257,3569,721,1066,285,0,0,2,31,166,55,4857,0.66167318,477,1
unknown,1,2,2,2.01501E+13,2.01709E+13,793,997,153,317,72,0,0,4,0,0,0,617,0.915024129,978,1
male,3,3,3,2.01005E+13,2.01408E+13,1329,1577,334,303,43,0,0,206,205,75,39,748,1.481654138,1596,1
unknown,3,1,1,2.01601E+13,2.01611E+13,172,313,27,53,1,0,0,13,0,0,0,155,0.997535302,994,0
unknown,3,1,3,2.01507E+13,2.01705E+13,128,689,42,18,0,0,0,2,0,0,0,124,0.594368208,493,0
unknown,1,1,3,2.00407E+13,2.01709E+13,95,4804,49,46,0,0,0,6,0,8,2,78,0.594368208,493,1
unknown,3,0,1,2.01207E+13,2.01402E+13,66,591,11,16,3,0,0,3,0,3,1,56,1.057149316,1074,0
unknown,1,0,1,2.01408E+13,2.0141E+13,50,62,16,11,4,0,0,43,0,2,0,5,1.057149316,1074,1
male,1,3,0,2.01302E+13,2.01608E+13,3211,1269,201,648,110,0,0,467,10,313,94,2192,0.865617488,412,1
male,1,1,3,2.01204E+13,2.01312E+13,185,615,28,40,1,0,0,113,5,1,23,18,0.594368208,493,1
male,1,2,3,2.00808E+13,2.01701E+13,330,3079,143,87,6,0,0,9,3,9,6,253,0.831953525,917,1
male,3,0,0,2.01109E+13,2.01608E+13,86,1791,41,56,0,0,0,9,0,1,2,71,1.865008032,1277,1
male,3,2,1,2.01307E+13,2.01605E+13,551,1038,174,492,1,0,0,8,11,0,15,508,0.982449109,752,1
male,1,0,2,2.00907E+13,2.01402E+13,79,1667,15,10,1,0,0,25,0,0,0,51,0.800528377,664,1
unknown,3,3,1,2.00805E+13,2.01709E+13,4627,3435,1231,826,41,0,0,146,5,28,68,1071,0.66167318,477,0
male,3,3,3,2.00807E+13,2.01709E+13,6139,3363,734,493,55,0,0,258,10,28,16,5528,1.481654138,1596,1
female,3,2,2,2.00912E+13,2.01707E+13,552,2763,136,123,10,0,0,153,51,51,68,216,0.915024129,978,2
unknown,3,3,1,2.01003E+13,2.01707E+13,1179,2687,150,477,28,0,0,19,13,49,67,971,0.66167318,477,0
male,3,3,3,2.00803E+13,2.01709E+13,4066,3468,687,1174,162,0,0,315,16,400,122,3069,1.481654138,1596,1
female,2,1,2,2.01002E+13,2.01601E+13,130,2152,29,28,3,0,0,65,0,0,1,61,1.027717097,841,2
female,2,2,2,2.00807E+13,2.0121E+13,273,1574,90,62,3,0,0,14,5,13,0,209,0.915024129,978,2
unknown,3,2,1,2.01109E+13,2.01506E+13,330,1381,45,67,13,0,0,4,0,2,6,314,0.982449109,752,0
male,3,1,0,2.00907E+13,2.01701E+13,199,2753,40,29,4,0,0,1,4,4,5,163,1.29126263,974,1
male,1,2,2,2.01205E+13,2.01312E+13,394,580,35,102,20,0,0,32,42,15,99,183,0.915024129,978,1
unknown,1,3,3,2.00606E+13,2.0171E+13,114309,4118,3484,12973,3033,27,0,1449,1097,3168,2291,103875,1.481654138,1596,1
male,1,3,3,2.00708E+13,2.01708E+13,3643,3629,690,496,26,0,0,65,20,64,169,2906,1.481654138,1596,1
male,3,1,0,2.00801E+13,2.01202E+13,100,1482,49,46,1,0,0,3,8,13,1,52,1.29126263,974,1
unknown,1,0,0,2.01605E+13,2.01709E+13,51,486,23,26,0,0,0,5,0,2,0,44,1.865008032,1277,1
male,3,2,1,2.00511E+13,2.01408E+13,655,3197,203,323,3,0,0,31,8,0,0,580,0.982449109,752,1
unknown,2,0,0,2.0161E+13,2.0161E+13,59,5,4,18,0,0,0,23,0,0,0,36,1.865008032,1277,2
male,3,1,3,2.01001E+13,2.01703E+13,106,2640,22,38,2,0,0,10,6,1,0,76,0.594368208,493,1
unknown,3,2,2,2.00512E+13,2.01707E+13,338,4251,57,239,11,0,0,8,5,25,3,289,0.915024129,978,0
unknown,3,2,1,2.01205E+13,2.0121E+13,476,148,55,277,2,0,0,2,0,3,1,463,0.982449109,752,0
unknown,1,2,0,2.01506E+13,2.01603E+13,326,272,14,157,0,0,0,1,2,0,4,317,1.204403165,647,1
unknown,3,2,1,2.01502E+13,2.01707E+13,359,904,73,52,6,0,0,105,0,1,4,245,0.982449109,752,0
unknown,1,1,0,2.00901E+13,2.01312E+13,136,1781,60,51,1,0,0,11,1,15,6,103,1.29126263,974,1
unknown,1,1,2,2.00609E+13,2.01204E+13,114,2036,19,39,8,0,0,4,0,15,0,91,1.027717097,841,1
male,1,1,2,2.01309E+13,2.01707E+13,148,1395,31,41,2,0,0,16,0,2,3,120,1.027717097,841,1
unknown,3,1,0,2.00408E+13,2.01509E+13,154,4049,61,91,8,0,0,18,15,3,14,104,1.29126263,974,0
female,2,2,3,2.00709E+13,2.01709E+13,614,3641,97,175,4,0,0,272,18,25,62,214,0.831953525,917,2
unknown,2,2,2,2.0141E+13,2.01504E+13,277,179,28,20,5,0,0,144,2,5,0,126,0.915024129,978,2
unknown,1,1,3,2.01202E+13,2.01706E+13,207,1962,33,33,6,0,0,21,2,6,4,174,0.594368208,493,1
unknown,1,3,3,2.01507E+13,2.01709E+13,1216,781,187,64,0,0,0,4,2,1,1,1049,1.481654138,1596,1
female,3,0,0,2.01408E+13,2.01503E+13,61,195,13,6,0,0,0,47,0,0,3,11,1.865008032,1277,2
unknown,3,3,1,2.0061E+13,2.01401E+13,1306,2644,94,314,177,0,0,5,19,1,4,1265,0.66167318,477,0
unknown,2,1,1,2.0161E+13,2.01705E+13,113,209,19,8,0,0,0,83,0,1,17,12,0.997535302,994,2
male,3,0,0,2.0071E+13,2.01707E+13,81,3571,58,26,0,0,0,1,1,0,1,74,1.865008032,1277,1
unknown,1,1,1,2.01604E+13,2.01709E+13,145,544,30,38,3,0,0,10,1,2,4,114,0.997535302,994,1
male,1,2,1,2.01405E+13,2.0151E+13,235,505,16,34,10,0,0,31,0,10,2,192,0.982449109,752,1
unknown,1,1,2,2.0071E+13,2.01612E+13,133,3354,75,78,12,0,0,6,2,12,13,91,1.027717097,841,1
unknown,2,3,3,2.01403E+13,2.01709E+13,2725,1298,211,1330,4,5,0,485,749,35,1399,38,1.481654138,1596,2
male,1,0,3,2.01308E+13,2.0141E+13,67,428,23,38,0,0,0,16,10,6,7,15,0.411985187,297,1
unknown,3,2,2,2.00703E+13,2.01206E+13,818,1915,59,568,38,0,0,44,1,9,4,685,0.915024129,978,0
male,1,2,3,2.0081E+13,2.01211E+13,225,1501,41,33,3,0,0,75,33,0,13,101,0.831953525,917,1
male,1,3,3,2.01205E+13,2.01508E+13,2126,1172,167,556,6,0,0,700,321,11,739,258,1.481654138,1596,1
unknown,3,2,3,2.00701E+13,2.01403E+13,329,2601,113,165,15,0,0,14,0,0,0,313,0.831953525,917,0
male,3,2,3,2.00809E+13,2.01703E+13,292,3088,111,112,2,0,0,12,0,12,2,250,0.831953525,917,1
unknown,1,0,3,2.00508E+13,2.01608E+13,78,4017,21,22,6,0,0,4,1,0,0,73,0.411985187,297,1
unknown,3,3,0,2.01003E+13,2.01605E+13,2602,2250,69,2477,1,0,0,1,7,6,11,2363,0.865617488,412,0
unknown,3,0,3,2.00808E+13,2.01209E+13,67,1483,23,41,2,0,0,15,0,12,2,36,0.411985187,297,0
unknown,3,2,1,2.01407E+13,2.01709E+13,421,1158,80,65,2,0,0,8,1,0,8,378,0.982449109,752,0
male,1,3,0,2.01505E+13,2.01606E+13,1945,407,14,1940,6,0,0,1,0,0,0,1943,0.865617488,412,1
male,3,0,1,2.01011E+13,2.01709E+13,93,2505,49,44,0,0,0,12,58,0,2,19,1.057149316,1074,1
male,3,1,0,2.00804E+13,2.01609E+13,166,3088,50,51,15,0,0,1,0,12,2,147,1.29126263,974,1
unknown,1,2,2,2.00807E+13,2.01701E+13,418,3089,107,128,16,0,0,109,23,11,23,249,0.915024129,978,1
unknown,2,0,1,2.01009E+13,2.01605E+13,73,2068,38,18,4,0,0,10,0,0,16,41,1.057149316,1074,2
unknown,3,0,0,2.00608E+13,2.01212E+13,66,2319,26,17,0,0,0,1,0,14,4,46,1.865008032,1277,0
unknown,2,0,0,2.01505E+13,2.01709E+13,53,846,10,13,0,0,0,2,3,0,21,27,1.865008032,1277,2
male,1,0,3,2.00805E+13,2.01507E+13,77,2622,32,23,0,0,0,5,2,0,7,63,0.411985187,297,1
unknown,3,2,3,2.00609E+13,2.01702E+13,417,3806,152,231,22,0,0,16,5,5,5,367,0.831953525,917,0
unknown,1,2,3,2.01206E+13,2.01511E+13,290,1256,28,24,0,0,0,255,0,0,1,30,0.831953525,917,1
unknown,1,0,2,2.00611E+13,2.01509E+13,59,3240,16,18,1,0,0,10,17,0,15,17,0.800528377,664,1
unknown,1,3,1,2.01501E+13,2.01708E+13,857,954,90,217,4,0,0,18,1,6,18,680,0.66167318,477,1
unknown,1,0,1,2.01001E+13,2.01708E+13,86,2796,20,20,4,0,0,1,1,0,2,82,1.057149316,1074,1
male,1,0,3,2.01107E+13,2.0121E+13,87,458,25,36,5,0,0,18,3,2,16,39,0.411985187,297,1
male,1,2,1,2.00607E+13,2.01205E+13,223,2155,42,32,0,0,0,7,0,0,7,206,0.982449109,752,1
male,3,3,3,2.00604E+13,2.0171E+13,62600,4194,3066,26648,6305,18,0,1388,6515,966,8793,42442,1.481654138,1596,1
male,3,2,2,2.01603E+13,2.01707E+13,276,470,67,100,21,0,0,6,0,0,2,266,0.915024129,978,1
unknown,1,1,2,2.00601E+13,2.01405E+13,100,3038,46,50,0,0,0,4,0,34,10,51,1.027717097,841,1
unknown,3,2,2,2.01009E+13,2.01703E+13,713,2357,94,481,4,0,0,10,23,22,29,617,0.915024129,978,0
female,3,2,0,2.01205E+13,2.0141E+13,236,864,45,37,2,0,0,6,0,0,0,222,1.204403165,647,2
male,1,3,3,2.01203E+13,2.01212E+13,1162,277,114,149,7,0,0,53,13,77,36,967,1.481654138,1596,1
unknown,1,1,0,2.00604E+13,2.01305E+13,126,2613,19,41,5,0,0,2,0,0,0,114,1.29126263,974,1
male,1,1,3,2.00708E+13,2.01703E+13,139,3506,52,49,3,0,0,34,0,3,12,80,0.594368208,493,1
unknown,1,2,3,2.00603E+13,2.0171E+13,341,4230,172,84,4,0,0,5,0,18,8,305,0.831953525,917,1
unknown,3,3,0,2.00612E+13,2.01707E+13,934,3852,381,204,97,0,0,5,11,40,19,847,0.865617488,412,0
male,1,1,1,2.00812E+13,2.01704E+13,156,3046,33,36,4,0,0,8,0,0,3,145,0.997535302,994,1
unknown,1,1,1,2.00701E+13,2.01305E+13,182,2313,43,56,7,0,0,1,7,0,9,165,0.997535302,994,1
unknown,3,3,0,2.01201E+13,2.01709E+13,5763,2086,567,2923,239,1,0,10,63,75,22,5139,0.865617488,412,0
unknown,3,3,1,2.00704E+13,2.01708E+13,1523,3774,243,375,36,0,0,120,7,7,29,1312,0.66167318,477,0
unknown,3,1,1,2.01103E+13,2.01603E+13,117,1839,9,92,1,0,0,22,3,0,86,6,0.997535302,994,0
unknown,1,1,0,2.0101E+13,2.01701E+13,115,2281,19,13,3,0,0,8,0,0,0,104,1.29126263,974,1
male,3,0,2,2.00708E+13,2.01507E+13,60,2888,21,14,1,0,0,10,0,1,6,38,0.800528377,664,1
male,1,0,2,2.00907E+13,2.0131E+13,57,1549,16,12,3,0,0,6,0,3,4,44,0.800528377,664,1
unknown,3,1,0,2.01412E+13,2.01708E+13,107,968,31,74,0,0,0,1,0,25,0,81,1.29126263,974,0
male,1,2,0,2.01402E+13,2.01709E+13,264,1296,52,18,1,0,0,1,0,0,2,261,1.204403165,647,1
unknown,3,3,3,2.01404E+13,2.01707E+13,1908,1175,343,432,37,1,0,815,19,26,32,963,1.481654138,1596,0
unknown,3,2,0,2.00712E+13,2.01301E+13,301,1859,34,40,13,0,0,63,11,1,10,212,1.204403165,647,0
unknown,1,0,2,2.01604E+13,2.01702E+13,79,302,10,19,5,0,0,3,11,2,2,52,0.800528377,664,1
unknown,3,0,0,2.01009E+13,2.01309E+13,51,1076,12,4,1,0,0,1,0,0,0,50,1.865008032,1277,0
unknown,1,0,3,2.00804E+13,2.01403E+13,81,2150,17,19,1,0,0,7,0,0,0,74,0.411985187,297,1
unknown,3,3,3,2.00607E+13,2.01501E+13,12308,3100,1146,9193,69,1,0,65,72,186,650,9344,1.481654138,1596,0
male,1,1,2,2.00411E+13,2.01704E+13,113,4537,53,81,21,0,0,8,13,18,6,64,1.027717097,841,1
unknown,1,2,3,2.00803E+13,2.01704E+13,296,3300,91,106,3,0,0,25,2,21,59,180,0.831953525,917,1
male,3,1,0,2.01204E+13,2.01704E+13,222,1834,84,131,0,0,0,1,9,6,5,185,1.29126263,974,1
unknown,3,2,1,2.01202E+13,2.01208E+13,586,196,52,181,11,0,0,1,0,4,0,551,0.982449109,752,0
unknown,1,0,2,2.01105E+13,2.01609E+13,80,1936,20,47,2,0,0,16,0,0,0,59,0.800528377,664,1
unknown,3,1,3,2.01705E+13,2.01709E+13,125,149,51,8,0,0,0,4,0,0,0,1,0.594368208,493,0
unknown,3,3,1,2.01208E+13,2.01601E+13,2216,1233,248,328,9,0,0,7,7,101,122,1490,0.66167318,477,0
male,1,3,3,2.01403E+13,2.01703E+13,2020,1100,147,110,8,0,0,645,14,5,42,1054,1.481654138,1596,1
male,3,2,1,2.01106E+13,2.01505E+13,478,1414,15,188,8,0,0,13,0,4,16,395,0.982449109,752,1
unknown,3,2,1,2.01102E+13,2.01511E+13,471,1738,125,60,12,0,0,2,0,48,0,394,0.982449109,752,0
